text,font_size,bold,italic,x0,y0,x1,y1,page
Headquartered at the,9.162199974060059,1,0,427.34588623046875,22.381698608398438,519.0317993164062,33.733665466308594,0
National Institute of Environmental,9.162199974060059,1,0,427.34564208984375,34.97972106933594,574.9652709960938,46.331687927246094,0
Health Sciences NIH,9.162199974060059,1,0,427.34564208984375,47.57774353027344,508.2102966308594,58.929710388183594,0
-,9.162199974060059,1,0,508.2112121582031,46.43247985839844,511.16143798828125,57.784446716308594,0
HHS,9.162199974060059,1,0,511.16143798828125,47.57774353027344,528.7344970703125,58.929710388183594,0
Cellphone Radio Frequency Radiation Studies,20.0,1,0,36.0,87.80770874023438,437.3620300292969,112.58770751953125,0
Cellphones are used by 97% of American adults.,12.0,0,0,36.0,131.46241760253906,274.8564758300781,145.88641357421875,0
1,6.995999813079834,0,0,274.85650634765625,132.23019409179688,278.4454650878906,140.63937377929688,0
"Given the large number of users, any harmful",12.0,0,0,35.997314453125,144.96241760253906,262.88970947265625,159.38641357421875,0
effects associated with cellphone use could be a,12.0,0,0,35.997314453125,158.46241760253906,278.0589294433594,172.88641357421875,0
significant public health concern.,12.0,0,0,35.997314453125,171.96241760253906,204.0789337158203,186.38641357421875,0
Cellphones use radio frequency radiation (RFR),12.0,0,0,35.997314453125,192.20643615722656,271.6148986816406,206.63043212890625,0
to transmit signals. The U.S. Food and Drug,12.0,0,0,35.997314453125,205.70643615722656,251.47891235351562,220.13043212890625,0
Administration (FDA) nominated RFR for study,12.0,0,0,35.997314453125,219.20643615722656,271.6401062011719,233.63043212890625,0
"by the National Toxicology Program (NTP),",12.0,0,0,35.997314453125,232.70643615722656,250.61611938476562,247.13043212890625,0
due to widespread human exposure and limited,12.0,0,0,35.997314453125,246.20643615722656,278.2509765625,260.63043212890625,0
information about the potential health effects of,12.0,0,0,35.997314453125,259.7064208984375,279.8577880859375,274.13043212890625,0
long-term cellphone use.,12.0,0,0,35.997314453125,273.2064208984375,163.43612670898438,287.63043212890625,0
What did NTP study?,12.0,1,0,35.997314453125,297.0144348144531,144.14132690429688,311.8824462890625,0
NTP conducted toxicology studies in rats and mice,12.0,0,0,35.997314453125,313.2984313964844,291.28533935546875,327.7224426269531,0
"cancer risk, from exposure to RFR used in 2G and",12.0,0,0,35.99732971191406,340.2984313964844,280.3149719238281,354.7224426269531,0
3G cellphones. 2G and 3G networks were standard,12.0,0,0,35.99732971191406,353.7984313964844,289.34979248046875,368.2224426269531,0
when the studies were designed and are still used,12.0,0,0,35.99732971191406,367.2984313964844,286.4829406738281,381.7224426269531,0
for phone calls and texting.,12.0,0,0,35.99732971191406,380.7984313964844,171.60696411132812,395.2224426269531,0
"The NTP studies, completed in 2018, are the most",12.0,0,0,35.99732971191406,401.04241943359375,284.10577392578125,415.4664306640625,0
"comprehensive assessment, to date, of health",12.0,0,0,35.99732971191406,414.54241943359375,265.4709167480469,428.9664306640625,0
effects in animals exposed to RFR.,12.0,0,0,35.99732971191406,428.04241943359375,206.69493103027344,442.4664306640625,0
What did the studies find?,12.0,1,0,312.7413330078125,343.4424133300781,448.5333251953125,358.3104248046875,0
"2G and 3G cellphones, NTP found:",12.0,0,0,312.7413024902344,373.2264099121094,485.7465515136719,387.6504211425781,0
•,11.5,1,0,312.73919677734375,393.5364990234375,318.83428955078125,407.7850036621094,0
Clear evidence of an association with tumors in,12.0,1,0,318.73919677734375,393.0419921875,565.5431518554688,407.9100036621094,0
the hearts of male rats.,12.0,1,0,318.73919677734375,406.5419921875,440.4671936035156,421.4100036621094,0
The tumors were malignant,12.0,0,0,440.34716796875,406.9859924316406,577.6859130859375,421.4100036621094,0
schwannomas.,12.0,0,0,318.73919677734375,420.4859924316406,391.4232177734375,434.9100036621094,0
•,11.5,1,0,312.73919677734375,440.6965026855469,318.83428955078125,454.94500732421875,0
Some evidence of an association with tumors in,12.0,1,0,318.73919677734375,440.2019958496094,568.1712036132812,455.07000732421875,0
the brains of male rats.,12.0,1,0,318.73919677734375,453.7019958496094,439.8083801269531,468.57000732421875,0
The tumors were malignant,12.0,0,0,439.6883544921875,454.14599609375,577.027099609375,468.57000732421875,0
gliomas.,12.0,0,0,318.73919677734375,467.64599609375,359.731201171875,482.07000732421875,0
•,11.5,1,0,312.73919677734375,487.85650634765625,318.83428955078125,502.1050109863281,0
Some evidence of an association with tumors,12.0,1,0,318.73919677734375,487.36199951171875,555.7871704101562,502.2300109863281,0
in the adrenal glands of male rats.,12.0,1,0,318.73919677734375,500.8619689941406,497.1911315917969,515.72998046875,0
The tumors,12.0,0,0,497.07110595703125,501.30596923828125,555.4871826171875,515.72998046875,0
"were benign, malignant, or complex combined",12.0,0,0,318.73919677734375,514.8059692382812,549.714111328125,529.22998046875,0
pheochromocytoma.,12.0,0,0,318.73919677734375,528.3059692382812,421.939208984375,542.72998046875,0
"For female rats, and male and female mice, it was",12.0,0,0,312.73919677734375,548.4660034179688,552.703369140625,562.8900146484375,0
"unclear, also known as equivocal, whether cancers",12.0,0,0,312.73919677734375,561.9660034179688,559.4833374023438,576.3900146484375,0
to RFR.,12.0,0,0,312.73919677734375,588.9660034179688,346.29119873046875,603.3900146484375,0
of evidence that a substance may cause cancer:,12.0,0,0,312.73919677734375,622.7100219726562,542.9232788085938,637.134033203125,0
•,11.5,0,0,312.73919677734375,639.031982421875,318.3052978515625,652.85498046875,0
Clear evidence (highest),12.0,0,0,318.73919677734375,638.5559692382812,436.3152160644531,652.97998046875,0
•,11.5,0,0,312.73919677734375,652.531982421875,318.3052978515625,666.35498046875,0
Some evidence,12.0,0,0,318.73919677734375,652.0559692382812,393.7859802246094,666.47998046875,0
•,11.5,0,0,312.73919677734375,666.031982421875,318.3052978515625,679.85498046875,0
Equivocal evidence,12.0,0,0,318.73919677734375,665.5559692382812,412.8540344238281,679.97998046875,0
•,11.5,0,0,312.73919677734375,679.531982421875,318.3052978515625,693.35498046875,0
No evidence (lowest),12.0,0,0,318.73919677734375,679.0559692382812,420.97918701171875,693.47998046875,0
If you are concerned about potential health risks,13.0,0,0,47.08000183105469,474.0010070800781,291.7101135253906,489.6400146484375,0
"from RFR, the FDA suggests the following tips:",13.0,0,0,47.08000183105469,489.0030212402344,276.1127624511719,504.64202880859375,0
2,7.578999996185303,0,0,277.0187072753906,489.8382263183594,280.7475891113281,498.95574951171875,0
"• Use speaker mode, headset, headphones,",13.0,0,0,49.65629959106445,509.4064025878906,263.7974853515625,525.04541015625,0
or earbuds to place more distance,13.0,0,0,56.863494873046875,524.408447265625,227.26748657226562,540.0474243164062,0
between your head and the cellphone.,13.0,0,0,56.863494873046875,539.4104614257812,246.5322723388672,555.0494384765625,0
• Reduce the amount of time spent,13.0,0,0,49.65629959106445,559.8118286132812,226.40948486328125,575.4508056640625,0
using your cellphone.,13.0,0,0,56.863494873046875,574.8138427734375,163.2152099609375,590.4528198242188,0
• Consider texting,13.0,0,0,49.65629959106445,595.2171020507812,143.84649658203125,610.8560791015625,0
rather than,13.0,0,0,56.863502502441406,610.2191162109375,118.89950561523438,625.8580932617188,0
talking — but,13.0,0,0,56.86350631713867,625.2211303710938,131.82150268554688,640.860107421875,0
don’t text while,13.0,0,0,56.863502502441406,640.2230834960938,138.49050903320312,655.862060546875,0
you are driving.,13.0,0,0,56.86351013183594,655.22509765625,134.7725067138672,670.8640747070312,0
"PO Box 12233 • Research Triangle Park, NC 27709",9.0,0,0,35.164798736572266,727.2525024414062,245.789794921875,737.7465209960938,0
Phone: 919-541-3345 •,9.0,0,0,35.16279602050781,738.25048828125,132.59683227539062,748.7445068359375,0
https://ntp.niehs.nih.gov,9.0,0,0,132.64183044433594,738.04345703125,238.08587646484375,748.7804565429688,0
January 2024,9.0,0,0,35.16279602050781,756.25048828125,90.0177993774414,766.7445068359375,0
Printed on recycled paper,9.0,0,0,470.6441955566406,756.1727294921875,575.5751953125,766.666748046875,0
Do the rat and mouse findings apply to humans?,12.0,1,0,45.255001068115234,70.47600555419922,283.3086242675781,85.32000732421875,1
The findings in animals cannot be directly applied,12.0,0,0,45.255001068115234,87.2280044555664,277.87493896484375,101.66400146484375,1
to humans for two key reasons:,12.0,0,0,45.255001068115234,101.2320327758789,192.0029754638672,115.66802978515625,1
•,11.5,0,0,45.255001068115234,122.45046997070312,50.41859817504883,136.28497314453125,1
The exposure levels and durations were greater,12.0,0,0,51.255001068115234,121.9739761352539,270.9737854003906,136.40997314453125,1
than what people may receive from cellphones.,12.0,0,0,51.255001068115234,135.97799682617188,272.6165466308594,150.41400146484375,1
•,11.5,0,0,45.255001068115234,154.77059936523438,50.41859817504883,168.6051025390625,1
The rats and mice received RFR across their whole,12.0,0,0,51.255001068115234,154.29409790039062,281.9669494628906,168.7301025390625,1
"bodies, which is different from the more localized",12.0,0,0,51.255001068115234,168.29812622070312,280.08172607421875,182.734130859375,1
"exposures humans may receive, like from a",12.0,0,0,51.255001068115234,182.30215454101562,251.38858032226562,196.7381591796875,1
cellphone in their pocket or next to their head.,12.0,0,0,51.255001068115234,196.30618286132812,263.3177490234375,210.7421875,1
"However, the studies question the long-held",12.0,0,0,45.255001068115234,214.63015747070312,260.33099365234375,229.066162109375,1
assumption that RFR is of no concern as long as,12.0,0,0,45.255001068115234,228.63418579101562,278.6429748535156,243.0701904296875,1
the energy level is low and does not significantly,12.0,0,0,45.255001068115234,242.63821411132812,281.1510314941406,257.07421875,1
heat the tissues.,12.0,0,0,45.255001068115234,256.6422424316406,123.0989990234375,271.0782470703125,1
Did NTP find health effects other than cancer?,12.0,1,0,36.255001068115234,290.4919738769531,274.8498840332031,305.3599853515625,1
