text,font_size,bold,italic,x0,y0,x1,y1,page
Ontario’s Libraries,15.960000038146973,0,0,95.44059753417969,72.48301696777344,238.64328002929688,94.41205596923828,0
Working Together,15.960000038146973,0,0,95.44059753417969,95.03446960449219,235.36988830566406,116.96350860595703,0
RFP: R,32.040000915527344,0,0,90.02429962158203,157.57330322265625,193.74102783203125,201.59625244140625,0
RFP: R,32.040000915527344,0,0,90.05634307861328,157.31695556640625,193.7730712890625,201.33990478515625,0
RFP: R,32.040000915527344,0,0,90.28062438964844,157.57330322265625,193.99734497070312,201.59625244140625,0
RFP: Reeeequest f,32.040000915527344,0,0,90.31266784667969,157.31695556640625,316.0793151855469,201.59625244140625,0
quest f,32.040000915527344,0,0,209.4694366455078,157.31695556640625,316.1434020996094,201.33990478515625,0
quest f,32.040000915527344,0,0,209.66168212890625,157.57330322265625,316.3356628417969,201.59625244140625,0
quest foooor Pr,32.040000915527344,0,0,209.66168212890625,157.31695556640625,387.115234375,201.59625244140625,0
r Pr,32.040000915527344,0,0,332.1506042480469,157.31695556640625,387.21136474609375,201.33990478515625,0
r Pr,32.040000915527344,0,0,332.310791015625,157.57330322265625,387.3715515136719,201.59625244140625,0
r Proposal,32.040000915527344,0,0,332.34283447265625,157.31695556640625,489.0344543457031,201.59625244140625,0
oposal,32.040000915527344,0,0,385.3690490722656,157.31695556640625,497.4065246582031,201.33990478515625,0
oposal,32.040000915527344,0,0,385.52923583984375,157.57330322265625,489.290771484375,201.59625244140625,0
oposal,32.040000915527344,0,0,385.561279296875,157.31695556640625,489.32281494140625,201.33990478515625,0
To Present a Proposal for Developing,24.0,0,0,131.80059814453125,244.3199920654297,482.0615234375,277.2959899902344,0
the Business Plan for the Ontario,24.0,0,0,131.80059814453125,271.9200134277344,440.57269287109375,304.89599609375,0
Digital Library,24.0,0,0,131.80059814453125,299.52001953125,262.14703369140625,332.4960021972656,0
"March 21, 2003",20.040000915527344,0,0,238.2406005859375,339.0570068359375,379.3942565917969,366.59197998046875,0
Ontario’s Digital Library,20.040000915527344,0,0,90.04060363769531,89.09701538085938,320.04559326171875,116.63197326660156,1
Prosperity Strategy,15.960000038146973,0,0,90.04060363769531,135.95689392089844,214.4951171875,157.88592529296875,1
Summary,12.0,0,0,96.04060363769531,196.01998901367188,158.74061584472656,212.5079803466797,1
The purpose of this,11.039999961853027,0,0,96.04060363769531,226.69200134277344,193.5503387451172,241.8609619140625,1
Request for Proposal,11.039999961853027,1,0,194.922607421875,226.7471923828125,304.6999206542969,241.94927978515625,1
(,11.039999961853027,0,0,305.734375,226.69200134277344,312.4798278808594,241.8609619140625,1
RFP,11.039999961853027,1,0,312.2810974121094,226.7471923828125,333.8046569824219,241.94927978515625,1
) is to invite firms and/or consultants to,11.039999961853027,0,0,333.5264587402344,226.69200134277344,525.30419921875,241.8609619140625,1
Ontario Digital Library (ODL).,11.039999961853027,1,0,375.39678955078125,239.34381103515625,525.036376953125,254.5458984375,1
developed is to document and clearly communicate:,11.039999961853027,0,0,96.04061889648438,277.3214111328125,339.90093994140625,292.4903869628906,1
the financial plan for the implementation,11.039999961853027,0,0,132.04205322265625,314.6366271972656,319.40521240234375,329.80560302734375,1
"revenues, etc.",11.039999961853027,0,0,132.63821411132812,339.95135498046875,201.36663818359375,355.1203308105469,1
implementation and operational stages,11.039999961853027,0,0,132.63816833496094,403.1774597167969,315.5666198730469,418.346435546875,1
the marketing and communications plan for the ODL,11.039999961853027,0,0,132.04200744628906,415.77410888671875,377.3706970214844,430.9430847167969,1
"later than September 30, 2003",11.039999961853027,0,0,96.04061126708984,453.69647216796875,240.4492950439453,468.8654479980469,1
Timeline:,11.039999961853027,0,1,96.04061126708984,478.4702453613281,141.51548767089844,493.41839599609375,1
mridley@uoguelph.ca,11.039999961853027,0,0,320.56109619140625,515.7302856445312,422.69647216796875,530.8992309570312,1
) by,11.039999961853027,0,0,422.4382019042969,515.7302856445312,442.8301696777344,530.8992309570312,1
