text,font_size,bold,italic,x0,y0,x1,y1,page
ANNUAL,73.60525512695312,0,0,192.58909606933594,486.8229064941406,383.7245788574219,577.62939453125,0
REPORT,73.60525512695312,0,0,192.58909606933594,548.5975341796875,380.8206787109375,639.4039916992188,0
2024,73.60525512695312,0,0,192.58909606933594,610.3720703125,312.76544189453125,701.1785888671875,0
PHILIPPINES,13.0,0,0,56.33620071411133,119.34144592285156,102.74491119384766,135.56544494628906,0
© WWF-Philippines / Ana Chavez,10.0,0,0,987.584228515625,778.2443237304688,1138.02783203125,791.9843139648438,1
CONTENTS,25.66559410095215,0,0,210.09719848632812,186.27232360839844,299.309326171875,217.9358367919922,1
Chairperson’s Message,12.0,0,1,210.09730529785156,242.967041015625,332.643310546875,259.308837890625,1
Executive Director’s Message,12.0,0,1,210.09730529785156,260.967041015625,362.6792907714844,277.308837890625,1
The World Today,12.0,1,0,210.09730529785156,296.967041015625,311.7235107421875,313.308837890625,1
Our Partners,12.0,1,0,210.09730529785156,314.967041015625,289.2501525878906,331.308837890625,1
Sustainable Consumption,12.0,1,0,210.09730529785156,350.967041015625,366.280029296875,367.308837890625,1
Habitats,12.0,1,0,210.09730529785156,368.967041015625,265.3677062988281,385.308837890625,1
Energy Transition,12.0,1,0,210.09730529785156,386.967041015625,320.34210205078125,403.308837890625,1
Sustainable Production,12.0,1,0,210.09730529785156,404.967041015625,352.0360107421875,421.308837890625,1
Youth Engagement,12.0,1,0,210.09730529785156,422.967041015625,325.3822937011719,439.308837890625,1
Fundraising Efforts,12.0,1,0,210.09730529785156,440.967041015625,325.9101257324219,457.308837890625,1
Our Leaders,12.0,0,1,210.09730529785156,476.967041015625,275.8479919433594,493.308837890625,1
Ways to Support,12.0,0,1,210.09730529785156,494.967041015625,298.491943359375,511.308837890625,1
Be a Partner for Change,12.0,0,1,210.09730529785156,512.967041015625,339.7113037109375,529.308837890625,1
Financial Report,12.0,0,1,210.09730529785156,548.967041015625,297.6759338378906,565.308837890625,1
4,12.0,0,1,402.685302734375,242.967041015625,409.294677734375,259.308837890625,1
6,12.0,0,1,402.685302734375,260.967041015625,409.294677734375,277.308837890625,1
8,12.0,1,0,402.685302734375,296.967041015625,409.534912109375,313.308837890625,1
10,12.0,1,0,402.685302734375,314.967041015625,416.38690185546875,331.308837890625,1
13,12.0,1,0,402.685302734375,350.967041015625,416.38690185546875,367.308837890625,1
17,12.0,1,0,402.685302734375,368.967041015625,416.38690185546875,385.308837890625,1
31,12.0,1,0,402.685302734375,386.967041015625,416.38690185546875,403.308837890625,1
43,12.0,1,0,402.685302734375,404.967041015625,416.38690185546875,421.308837890625,1
51,12.0,1,0,402.685302734375,422.967041015625,416.38690185546875,439.308837890625,1
58,12.0,1,0,402.685302734375,440.967041015625,416.38690185546875,457.308837890625,1
60,12.0,0,1,402.685302734375,476.967041015625,415.90667724609375,493.308837890625,1
62,12.0,0,1,402.685302734375,494.967041015625,415.90667724609375,511.308837890625,1
62,12.0,0,1,402.685302734375,512.967041015625,415.90667724609375,529.308837890625,1
65,12.0,0,1,402.685302734375,548.967041015625,415.90667724609375,565.308837890625,1
WWF-Philippines Annual Report 2024  |,8.0,0,0,996.7777709960938,815.3291625976562,1150.0242919921875,826.2236938476562,1
3,8.0,1,0,1149.9857177734375,815.3291625976562,1154.5521240234375,826.2236938476562,1
2,8.0,1,0,35.0177001953125,815.441162109375,41.66382598876953,826.335693359375,1
|  WWF-Philippines Annual Report 2024,8.0,0,0,41.66570281982422,815.441162109375,190.7519989013672,826.335693359375,1
© Meridith Kohut / WWF-US,10.0,0,0,1011.769775390625,778.2443237304688,1138.0269775390625,791.9843139648438,2
CHAIRPERSON’S MESSAGE,25.371400833129883,0,0,87.54049682617188,46.20683288574219,293.15032958984375,77.87034606933594,2
continues to shape a sustainable future for all.,12.0,0,0,87.54049682617188,174.90167236328125,352.5618591308594,191.24346923828125,2
action.,12.0,0,0,87.54049682617188,304.5018310546875,125.7258529663086,320.8436279296875,2
management of nature.,12.0,0,0,87.54049682617188,434.1017761230469,225.7549285888672,450.4435729980469,2
relentless effort from all sectors.,12.0,0,0,87.54049682617188,578.1016845703125,273.02587890625,594.4434814453125,2
"where nature thrives, and all life can flourish.",12.0,0,0,87.54049682617188,693.3016967773438,347.99896240234375,709.6434936523438,2
Atty. Anthony Charlemagne Yu,12.0,1,0,87.54049682617188,722.1016845703125,272.37921142578125,738.4434814453125,2
"Chairperson, Board of Trustees",12.0,0,1,87.54049682617188,736.501708984375,251.1871337890625,752.843505859375,2
WWF-Philippines Annual Report 2024  |,8.0,0,0,996.7777709960938,815.3291625976562,1150.0242919921875,826.2236938476562,2
5,8.0,1,0,1149.9857177734375,815.3291625976562,1154.5521240234375,826.2236938476562,2
4,8.0,1,0,35.0177001953125,815.441162109375,41.66382598876953,826.335693359375,2
|  WWF-Philippines Annual Report 2024,8.0,0,0,41.66570281982422,815.441162109375,190.7519989013672,826.335693359375,2
© Vincent Kneefel / WWF,10.0,0,0,1023.5322265625,778.2443237304688,1138.0286865234375,791.9843139648438,3
EXECUTIVE DIRECTOR’S MESSAGE,25.371400833129883,0,0,87.54049682617188,46.20683288574219,353.2578125,77.87034606933594,3
the,11.0,0,0,87.54049682617188,142.8052978515625,107.20591735839844,157.7852783203125,3
Global Biodiversity Framework,11.0,0,0,106.79049682617188,142.8052978515625,262.6220397949219,157.7852783203125,3
",",11.0,0,0,262.62310791015625,142.8052978515625,268.175537109375,157.7852783203125,3
Paris Agreement,11.0,0,0,267.75347900390625,142.8052978515625,352.32177734375,157.7852783203125,3
and,11.0,0,0,352.32147216796875,142.8052978515625,377.23828125,157.7852783203125,3
Sustainable Development,11.0,0,0,376.8184814453125,142.8052978515625,510.5846252441406,157.7852783203125,3
Goals.,11.0,0,0,87.52947998046875,156.00531005859375,119.25472259521484,170.98529052734375,3
model.,11.0,0,0,87.52947998046875,380.4054870605469,123.02772521972656,395.3854675292969,3
and restoration projects.,11.0,0,0,87.52947998046875,459.60552978515625,214.08570861816406,474.58551025390625,3
"Quezon City, and across Manila.",11.0,0,0,682.8054809570312,296.893798828125,846.1349487304688,311.873779296875,3
Board.,11.0,0,0,682.8054809570312,349.6938171386719,716.8516845703125,364.6737976074219,3
and sustainable world.,11.0,0,0,682.8054809570312,481.6938781738281,798.8788452148438,496.6738586425781,3
Katherine Custodio,11.0,1,0,682.8054809570312,508.0938720703125,788.6049194335938,523.0738525390625,3
Executive Director,12.0,0,1,682.8161010742188,521.4281005859375,776.920166015625,537.7698974609375,3
WWF-Philippines Annual Report 2024  |,8.0,0,0,996.7777709960938,815.3291625976562,1150.0242919921875,826.2236938476562,3
7,8.0,1,0,1149.9857177734375,815.3291625976562,1154.5521240234375,826.2236938476562,3
6,8.0,1,0,35.0177001953125,815.441162109375,41.66382598876953,826.335693359375,3
|  WWF-Philippines Annual Report 2024,8.0,0,0,41.66570281982422,815.441162109375,190.7519989013672,826.335693359375,3
© WWF-Philippines / Ana Chavez,10.0,0,0,52.52429962158203,778.2443237304688,202.96728515625,791.9843139648438,4
8.2 billion,36.0,0,0,682.8161010742188,323.06402587890625,784.1201782226562,367.9920349121094,4
people on the planet,11.0,1,0,682.8181762695312,361.51470947265625,796.492919921875,376.49468994140625,4
"46,300",36.0,0,0,682.8161010742188,405.864013671875,756.8321533203125,450.7920227050781,4
identified endangered species,11.0,1,0,682.81201171875,444.314697265625,847.4275512695312,459.294677734375,4
1.4° C,36.0,0,0,682.8161010742188,488.66400146484375,749.9921264648438,533.5919799804688,4
increase in global average near-,11.0,1,0,682.8139038085938,527.11474609375,857.1831665039062,542.0947265625,4
"surface temperature, making it",11.0,1,0,682.8139038085938,540.314697265625,858.0521240234375,555.294677734375,4
the warmest year on record,11.0,1,0,682.8139038085938,553.5147705078125,835.70068359375,568.4947509765625,4
3.7 million,36.0,0,0,682.8161010742188,584.6640014648438,789.9882202148438,629.5919799804688,4
hectares of tropical primary,11.0,1,0,682.81201171875,623.1146850585938,839.6362915039062,638.0946655273438,4
rainforests lost in 2023,11.0,1,0,682.81201171875,636.314697265625,807.9896850585938,651.294677734375,4
set to hold the midterm elections in 2025,12.0,0,0,682.8161010742188,157.39349365234375,914.3316040039062,173.73529052734375,4
resources.,12.0,0,0,682.8161010742188,272.5936279296875,741.2095947265625,288.9354248046875,4
