text,font_size,bold,italic,x0,y0,x1,y1,page
Update on the context and situation of children,10.49899959564209,1,0,56.01599884033203,76.78060913085938,334.6846618652344,89.54037475585938,0
India has emerged as the world,11.99899959564209,0,0,56.01599884033203,92.26904296875,205.63153076171875,108.27571105957031,0
’,11.99899959564209,0,0,205.6320037841797,94.2115249633789,209.6277618408203,107.49948120117188,0
s,11.99899959564209,0,0,209.66400146484375,92.26904296875,217.3313751220703,108.27571105957031,0
most populous nation,11.99899959564209,1,0,217.3679962158203,92.37703704833984,330.38665771484375,108.99565124511719,0
"in 2023, with an estimated population of",11.99899959564209,0,0,330.4079895019531,92.26904296875,527.6746826171875,108.27571105957031,0
].,11.99899959564209,0,0,422.5679931640625,120.8515396118164,432.56317138671875,134.13949584960938,0
India has emerged as the,11.99899959564209,0,0,56.01599884033203,132.22906494140625,177.6378631591797,148.23573303222656,0
fifth-largest global economy,11.99899959564209,1,0,177.62399291992188,132.33705139160156,320.9281311035156,148.95567321777344,0
", projected to reach a GDP of USD 4.0 trillion",11.99899959564209,0,0,320.90399169921875,132.22906494140625,544.8327026367188,148.23573303222656,0
staggering GDP growth by 7.8 and 7.6,11.99899959564209,0,0,56.01599884033203,158.86907958984375,241.2947540283203,174.87574768066406,0
"per cent, respectively.",11.99899959564209,0,0,241.27200317382812,160.81155395507812,352.562744140625,174.09951782226562,0
India continues to,11.99899959564209,0,0,56.01599884033203,172.18902587890625,145.0005645751953,188.19569396972656,0
show progress,11.99899959564209,1,0,145.00799560546875,172.29701232910156,220.99771118164062,188.91563415527344,0
in its,11.99899959564209,0,0,221.0399932861328,172.18902587890625,244.7140350341797,188.19569396972656,0
indicating 135.5,11.99899959564209,0,0,56.01599884033203,212.1490478515625,133.98973083496094,228.1557159423828,0
million people rising out of poverty.,11.99899959564209,0,0,133.99200439453125,214.09152221679688,313.9770812988281,227.37948608398438,0
’,11.99899959564209,0,0,324.2879943847656,227.41152954101562,328.28375244140625,240.69949340820312,0
s development for example in,11.99899959564209,0,0,328.32000732421875,225.46905517578125,473.95196533203125,241.47572326660156,0
"health, water,",11.99899959564209,1,0,473.97601318359375,225.57704162597656,547.2899780273438,242.19566345214844,0
and sanitation services,11.99899959564209,1,0,56.01599884033203,238.8970489501953,172.01036071777344,255.5156707763672,0
].,11.99899959564209,0,0,500.11199951171875,280.6915283203125,510.107177734375,293.9794921875,0
The,11.99899959564209,0,0,56.01599884033203,292.0690612792969,77.67418670654297,308.0757141113281,0
budget allocated to children,11.99899959564209,1,0,77.68800354003906,292.17706298828125,223.6798858642578,308.795654296875,0
(MoWCD),11.99899959564209,0,0,56.01599884033203,345.34906005859375,108.66761016845703,361.355712890625,0
—,11.99899959564209,0,0,108.64800262451172,347.2915344238281,120.64700317382812,360.5794982910156,0
—,11.99899959564209,0,0,398.66400146484375,347.2915344238281,410.6629943847656,360.5794982910156,0
have seen an increase from,11.99899959564209,0,0,410.68798828125,345.34906005859375,543.6248779296875,361.355712890625,0
the global average of 10.89 per cent [9] [10,11.99899959564209,0,0,56.01599884033203,385.3090515136719,264.2870178222656,401.3157043457031,0
].,11.99899959564209,0,0,264.31201171875,387.25152587890625,274.30718994140625,400.53948974609375,0
"for women, adolescent girls, and",11.99899959564209,1,0,378.864013671875,398.737060546875,550.1737670898438,415.35565185546875,0
children across multiple indicators;,11.99899959564209,1,0,56.01599884033203,412.05706787109375,237.6688995361328,428.6756591796875,0
Latest data available from 2023 on,11.99899959564209,0,0,56.01599884033203,465.22906494140625,225.93450927734375,481.2357177734375,0
Education-related indicators,11.99899959564209,1,0,225.93600463867188,465.3370666503906,372.92376708984375,481.9556579589844,0
show that the net enrolment rate at,11.99899959564209,0,0,372.9599914550781,465.22906494140625,544.917724609375,481.2357177734375,0
.,11.99899959564209,0,0,398.5920104980469,533.7715454101562,404.5915222167969,547.0594482421875,0
Latest data published in 2023 indicates,11.99899959564209,0,0,56.01599884033203,545.1490478515625,242.93621826171875,561.1557006835938,0
crimes,11.99899959564209,1,0,489.1679992675781,545.2570190429688,526.14892578125,561.8756713867188,0
"against children,",11.99899959564209,1,0,56.01599884033203,558.5770263671875,144.3526611328125,575.1956787109375,0
"to 2022 with 445,256 incidents recorded [13].",11.99899959564209,0,0,56.01599884033203,625.0690307617188,275.9874267578125,641.07568359375,0
inequities continue,11.99899959564209,1,0,372.6000061035156,638.4970092773438,468.9399719238281,655.1156616210938,0
. With,11.99899959564209,0,0,468.9360046386719,638.3890380859375,501.93328857421875,654.3956909179688,0
].,11.99899959564209,0,0,459.2879943847656,706.9315795898438,469.2831726074219,720.219482421875,0
Country Office Annual Report 2023,15.99899959564209,0,0,56.01599884033203,21.067045211791992,337.4983215332031,40.51114273071289,0
India,15.99899959564209,0,0,56.01599884033203,48.067047119140625,96.80682373046875,67.51113891601562,0
- 2040,10.99899959564209,0,0,96.83999633789062,53.093902587890625,137.50045776367188,66.46133422851562,0
Page 1  of  9,7.999000072479248,1,0,198.50399780273438,764.2689819335938,254.4645233154297,773.990478515625,0
Page 1  of  9,7.999000072479248,1,0,505.79998779296875,732.6480712890625,552.4820556640625,743.6627197265625,0
gender inequality persists,11.99899959564209,1,0,413.4960021972656,29.521018981933594,544.8250732421875,46.13963317871094,1
.,11.99899959564209,0,0,544.823974609375,29.413028717041016,550.823486328125,45.41969299316406,1
Emerging areas of importance are,11.99899959564209,0,0,56.01599884033203,69.373046875,221.6142120361328,85.37971496582031,1
sustainable and inclusive urban development,11.99899959564209,1,0,221.61599731445312,69.48104095458984,454.63665771484375,86.09965515136719,1
(with over 36 per,11.99899959564209,0,0,454.67999267578125,69.373046875,540.6582641601562,85.37971496582031,1
cent of India,11.99899959564209,0,0,56.01599884033203,82.69305419921875,116.65892791748047,98.69972229003906,1
’,11.99899959564209,0,0,116.63999938964844,84.63553619384766,120.63575744628906,97.92349243164062,1
s population now residing in urban areas) [17] and,11.99899959564209,0,0,120.6719970703125,82.69305419921875,365.6497497558594,98.69972229003906,1
"migration, disaster risk reduction",11.99899959564209,1,0,365.6159973144531,82.8010482788086,540.597412109375,99.41966247558594,1
and mitigating the effects of climate change,11.99899959564209,1,0,56.01599884033203,96.12105560302734,277.9615783691406,112.73966979980469,1
", with nearly 90 per cent of the disease burden",11.99899959564209,0,0,277.99200439453125,96.0130615234375,502.24761962890625,112.01972961425781,1
children.,11.99899959564209,0,0,56.01599884033203,137.91549682617188,101.33621215820312,151.20346069335938,1
"[1] State of World Population 2023, UNFPA",11.99899959564209,0,0,56.01599884033203,162.613037109375,270.980224609375,178.6197052001953,1
[3],11.99899959564209,0,0,56.01599884033203,189.2530517578125,73.01941680908203,205.2597198486328,1
https://dashboards.sdgindex.org/rankings,11.99899959564209,0,0,73.00800323486328,189.2530517578125,270.3195495605469,205.2597198486328,1
[4],11.99899959564209,0,0,56.01599884033203,202.57305908203125,73.01941680908203,218.57972717285156,1
"[5] Sample Registration System (SRS), 2018-2020",11.99899959564209,0,0,56.01599884033203,215.89306640625,299.3117370605469,231.8997344970703,1
[6],11.99899959564209,0,0,56.01599884033203,229.21307373046875,73.01941680908203,245.21974182128906,1
[7],11.99899959564209,0,0,56.01599884033203,242.5330810546875,73.01941680908203,258.53973388671875,1
[8],11.99899959564209,0,0,56.01599884033203,255.85302734375,73.01941680908203,271.85968017578125,1
development,11.99899959564209,0,0,56.01599884033203,269.1730651855469,118.00281524658203,285.1797180175781,1
[9],11.99899959564209,0,0,56.01599884033203,282.4930419921875,73.01941680908203,298.49969482421875,1
https://www.indiabudget.gov.in/economicsurvey/,11.99899959564209,0,0,73.00800323486328,282.4930419921875,310.6482238769531,298.49969482421875,1
[10],11.99899959564209,0,0,56.01599884033203,295.81304931640625,79.06741333007812,311.8197021484375,1
Report,11.99899959564209,0,0,56.01599884033203,335.7730407714844,88.6772689819336,351.7796936035156,1
[12],11.99899959564209,0,0,56.01599884033203,349.0930480957031,79.06741333007812,365.0997009277344,1
https://udiseplus.gov.in/#/page/publications,11.99899959564209,0,0,79.05599975585938,349.0930480957031,288.39056396484375,365.0997009277344,1
[13] Crimes in India Report 2022,11.99899959564209,0,0,56.01599884033203,362.4130554199219,216.38198852539062,378.4197082519531,1
", National Crime Records Bureau",11.99899959564209,0,0,216.36000061035156,364.35552978515625,379.6544189453125,377.64349365234375,1
[15],11.99899959564209,0,0,56.01599884033203,389.05303955078125,79.06741333007812,405.0596923828125,1
http://championsofchange.gov.in/site/coc-home/,11.99899959564209,0,0,79.05599975585938,389.05303955078125,311.02069091796875,405.0596923828125,1
[16] Global Gender Gap Report 2023,11.99899959564209,0,0,56.01599884033203,402.373046875,235.677978515625,418.37969970703125,1
", World Economic Forum",11.99899959564209,0,0,235.656005859375,404.3155212402344,361.9696044921875,417.6034851074219,1
[18] UNICEF 2021 Children,11.99899959564209,0,0,56.01599884033203,429.0130615234375,194.396240234375,445.01971435546875,1
’,11.99899959564209,0,0,194.39999389648438,430.9555358886719,198.395751953125,444.2434997558594,1
s Climate Risk Index,11.99899959564209,0,0,198.4320068359375,429.0130615234375,299.4276428222656,445.01971435546875,1
Major contributions and drivers of results,10.49899959564209,1,0,56.01599884033203,493.5166015625,301.2964172363281,506.2763671875,1
Every child survives and thrives,11.99899959564209,1,0,56.01599884033203,562.3930053710938,220.67831420898438,579.0116577148438,1
Nutrition Programmes across 23,11.99899959564209,0,0,56.01599884033203,615.5650634765625,211.65499877929688,631.5717163085938,1
states.,11.99899959564209,0,0,211.67999267578125,617.507568359375,247.341064453125,630.7954711914062,1
Page 2  of  9,7.999000072479248,1,0,198.50399780273438,764.2689819335938,254.4645233154297,773.990478515625,1
Page 2  of  9,7.999000072479248,1,0,505.79998779296875,732.6480712890625,552.4820556640625,743.6627197265625,1
joint nutrition agenda.,11.99899959564209,0,0,56.01599884033203,231.15554809570312,165.33888244628906,244.44351196289062,2
UNICEF continues to support GOI,11.99899959564209,0,0,56.01599884033203,295.81304931640625,223.99002075195312,311.8197021484375,2
’,11.99899959564209,0,0,223.99200439453125,297.7555236816406,227.98776245117188,311.0434875488281,2
