text,font_size,bold,italic,x0,y0,x1,y1,page
Overview,24.0,1,0,252.64999389648438,185.6600341796875,365.9539489746094,218.70802307128906,0
Foundation Level Extensions,24.0,1,0,139.3459930419922,240.884033203125,479.3563537597656,273.9320373535156,0
Version 1.0,12.0,0,0,275.69000244140625,380.3900146484375,339.8179931640625,396.8780212402344,0
Copyright Notice,9.960000038146973,0,0,70.94400024414062,650.593017578125,147.68580627441406,664.2780151367188,0
International,9.960000038146973,0,0,447.9100036621094,36.933013916015625,505.6795349121094,50.6180534362793,1
Overview,12.0,0,0,74.42400360107422,39.540000915527344,127.78800964355469,56.02800369262695,1
Software Testing,9.960000038146973,0,0,437.95001220703125,48.452972412109375,515.6878662109375,62.13801193237305,1
Foundation Level Extension –,9.960000038146973,0,0,74.42400360107422,56.733001708984375,206.19927978515625,70.41804504394531,1
Agile Tester,9.960000038146973,0,0,209.08999633789062,56.733001708984375,265.065185546875,70.41804504394531,1
Qualifications,9.960000038146973,0,0,430.75,59.972991943359375,493.3984069824219,73.65803527832031,1
Board,9.960000038146973,0,0,493.54779052734375,59.972991943359375,522.8401489257812,73.65803527832031,1
Version 2014,9.960000038146973,0,0,76.58135986328125,718.6836547851562,136.51734924316406,730.24853515625,1
Page 2 of 12,9.960000038146973,0,0,270.1639404296875,718.6836547851562,328.3648681640625,730.24853515625,1
"May 31, 2014",9.960000038146973,0,0,471.5750732421875,718.6836547851562,533.134521484375,730.24853515625,1
Qualifications Board,9.960000038146973,0,0,430.75,59.972991943359375,522.8402099609375,73.65803527832031,2
International,9.960000038146973,0,0,447.9100036621094,36.933013916015625,505.6795349121094,50.6180534362793,2
Overview,12.0,0,0,74.42400360107422,39.540000915527344,127.78800964355469,56.02800369262695,2
Software Testing,9.960000038146973,0,0,437.95001220703125,48.452972412109375,515.6878662109375,62.13801193237305,2
Foundation Level Extension –,9.960000038146973,0,0,74.42400360107422,56.733001708984375,206.19927978515625,70.41804504394531,2
Agile Tester,9.960000038146973,0,0,209.08999633789062,56.733001708984375,265.065185546875,70.41804504394531,2
Revision History,15.960000038146973,1,0,70.94400024414062,106.30280303955078,201.52871704101562,128.27972412109375,2
Version,9.960000038146973,1,0,74.42400360107422,137.80282592773438,113.74608612060547,151.5177459716797,2
Date,9.960000038146973,1,0,146.4199981689453,137.80282592773438,170.7921142578125,151.5177459716797,2
Remarks,9.960000038146973,1,0,278.69000244140625,137.80282592773438,323.5996398925781,151.5177459716797,2
0.1,9.960000038146973,0,0,74.42400360107422,150.11300659179688,91.1306381225586,163.7980499267578,2
18 JUNE 2013,9.960000038146973,0,0,146.4199981689453,150.11300659179688,214.10816955566406,163.7980499267578,2
Initial version,9.960000038146973,0,0,278.69000244140625,150.11300659179688,339.7647399902344,163.7980499267578,2
0.2,9.960000038146973,0,0,74.42400360107422,162.35299682617188,91.1169662475586,176.0380401611328,2
23 JULY 2013,9.960000038146973,0,0,146.4199981689453,162.35299682617188,212.42494201660156,176.0380401611328,2
WG reviewed and confirmed,9.960000038146973,0,0,278.69000244140625,162.35299682617188,407.49273681640625,176.0380401611328,2
0.3,9.960000038146973,0,0,74.42400360107422,174.59298706054688,91.1169662475586,188.2780303955078,2
6 NOV 2013,9.960000038146973,0,0,146.4199981689453,174.59298706054688,204.14817810058594,188.2780303955078,2
amended population and diagram,9.960000038146973,0,0,278.69000244140625,174.59298706054688,430.27117919921875,188.2780303955078,2
0.7,9.960000038146973,0,0,74.42400360107422,186.83297729492188,91.1306381225586,200.5180206298828,2
11 DEC 2013,9.960000038146973,0,0,146.4199981689453,186.83297729492188,209.08053588867188,200.5180206298828,2
Amended Business Outcomes and Chapters matching,9.960000038146973,0,0,278.69000244140625,186.83297729492188,522.174072265625,200.5180206298828,2
0.8,9.960000038146973,0,0,74.42400360107422,199.07302856445312,91.1169662475586,212.75807189941406,2
20 DEC 2013,9.960000038146973,0,0,146.4199981689453,199.07302856445312,209.078369140625,212.75807189941406,2
Working group updates on 0.7,9.960000038146973,0,0,278.69000244140625,199.07302856445312,415.517578125,212.75807189941406,2
1.0,9.960000038146973,0,0,74.42400360107422,211.31301879882812,91.1169662475586,224.99806213378906,2
31 MAY 2014,9.960000038146973,0,0,146.4199981689453,211.31301879882812,209.666015625,224.99806213378906,2
GA release for Agile Extension,9.960000038146973,0,0,278.69000244140625,211.31301879882812,417.50457763671875,224.99806213378906,2
Version 2014,9.960000038146973,0,0,76.58399963378906,718.6878662109375,136.51998901367188,730.2527465820312,2
Page 3 of 12,9.960000038146973,0,0,270.16656494140625,718.6878662109375,328.36749267578125,730.2527465820312,2
"May 31, 2014",9.960000038146973,0,0,471.57769775390625,718.6878662109375,533.1371459960938,730.2527465820312,2
.........................................,9.960000038146973,1,0,414.07598876953125,288.0905456542969,530.0292358398438,301.8054504394531,3
International,9.960000038146973,0,0,447.9100036621094,36.933013916015625,505.6795349121094,50.6180534362793,3
Overview,12.0,0,0,74.42400360107422,39.540000915527344,127.78800964355469,56.02800369262695,3
Software Testing,9.960000038146973,0,0,437.95001220703125,48.452972412109375,515.6878662109375,62.13801193237305,3
Foundation Level Extension –,9.960000038146973,0,0,74.42400360107422,56.733001708984375,206.19927978515625,70.41804504394531,3
Agile Tester,9.960000038146973,0,0,209.08999633789062,56.733001708984375,265.065185546875,70.41804504394531,3
Qualifications,9.960000038146973,0,0,430.75,59.972991943359375,493.3984069824219,73.65803527832031,3
Board,9.960000038146973,0,0,493.54779052734375,59.972991943359375,522.8401489257812,73.65803527832031,3
