text,font_size,bold,italic,x0,y0,x1,y1,page
Parsippany -Troy Hills STEM Pathways,28.00721549987793,1,0,125.8207015991211,37.369590759277344,562.171142578125,65.37680053710938,0
Mission Statement:,14.005849838256836,0,0,80.32749938964844,88.69420623779297,201.2986602783203,106.1314926147461,0
experience.,12.004799842834473,0,0,80.3275146484375,151.51348876953125,139.548095703125,163.51829528808594,0
PATHWAY OPTIONS,15.308159828186035,0,0,240.17869567871094,438.1753845214844,365.1392517089844,457.23406982421875,0
REGULAR PATHWAY,15.310199737548828,1,0,117.1802978515625,467.75457763671875,242.10435485839844,483.06475830078125,0
●,11.007583618164062,0,0,74.78160095214844,501.1643371582031,81.43022155761719,513.4618530273438,0
4 credits of Math,11.007583618164062,0,0,99.43699645996094,501.1643371582031,180.74069213867188,513.4618530273438,0
●,11.007583618164062,0,0,74.78157043457031,514.67333984375,81.43019104003906,526.9708251953125,0
4 credits of Science,11.007583618164062,0,0,99.43699645996094,514.67333984375,195.42483520507812,526.9708251953125,0
●,11.007583618164062,0,0,74.78157043457031,528.182373046875,81.43019104003906,540.4798583984375,0
4 credits of STEM-designated electives,11.007583618164062,0,0,99.43699645996094,528.182373046875,290.1874694824219,540.4798583984375,0
●,11.007583618164062,0,0,74.78157043457031,541.69140625,81.43019104003906,553.9888916015625,0
Maintain an overall 2.85 GPA,11.007583618164062,0,0,99.43699645996094,541.69140625,241.698974609375,553.9888916015625,0
●,11.007583618164062,0,0,74.78157043457031,555.2003784179688,81.43019104003906,567.4978637695312,0
Participate in a minimum of 3 STEM,11.007583618164062,0,0,99.43699645996094,555.2003784179688,277.91217041015625,567.4978637695312,0
presentations/conferences each year,11.007583618164062,0,0,99.437744140625,568.7093505859375,282.92138671875,581.0068359375,0
with a required minimum total of 12,11.007583618164062,0,0,99.437744140625,582.2183837890625,273.67498779296875,594.515869140625,0
presentations/conferences throughout,11.007583618164062,0,0,99.437744140625,595.7274169921875,287.2033386230469,608.02490234375,0
the 4 years,11.007583618164062,0,0,99.437744140625,609.2363891601562,153.8592529296875,621.5338745117188,0
. *,11.007583618164062,1,0,153.8594970703125,609.236328125,164.2414093017578,621.5338134765625,0
●,11.007583618164062,0,0,74.78231048583984,622.745361328125,81.4309310913086,635.0428466796875,0
Join and actively participate in a,11.007583618164062,0,0,99.43773651123047,622.745361328125,258.41851806640625,635.0428466796875,0
STEM-related extracurricular activity or,11.007583618164062,0,0,99.43848419189453,636.25439453125,292.6087951660156,648.5518798828125,0
club every year of attendance. -,11.007583618164062,0,0,99.43848419189453,649.7633666992188,256.5810241699219,662.0608520507812,0
DISTINCTION PATHWAY,15.310199737548828,1,0,351.7226867675781,467.75457763671875,499.5048828125,483.06475830078125,0
●,11.007583618164062,0,0,320.7744140625,483.15301513671875,327.42303466796875,495.4505615234375,0
4 credits of Math - At least one math,11.007583618164062,0,0,345.4298095703125,483.15301513671875,524.5322875976562,495.4505615234375,0
course should be an AP Math class.,11.007583618164062,0,0,345.4305725097656,496.6620178222656,520.1190185546875,508.9595642089844,0
●,11.007583618164062,0,0,320.775146484375,510.1709899902344,327.42376708984375,522.468505859375,0
4 credits of Science- At least one,11.007583618164062,0,0,345.4305725097656,510.1709899902344,508.66009521484375,522.468505859375,0
science course should be an AP,11.007583618164062,0,0,345.43133544921875,523.6800537109375,504.85211181640625,535.9775390625,0
Science class.,11.007583618164062,0,0,345.43133544921875,537.1890869140625,415.75689697265625,549.486572265625,0
●,11.007583618164062,0,0,320.7759094238281,550.6980590820312,327.4245300292969,562.9955444335938,0
4 credits of STEM-designated electives,11.007583618164062,0,0,345.43133544921875,550.6980590820312,539.2399291992188,562.9955444335938,0
- One must be a Computer,11.007583618164062,0,0,345.4320983886719,564.20703125,478.7099914550781,576.5045166015625,0
Science/Technology Class,11.007583618164062,0,0,345.4320983886719,577.716064453125,473.868408203125,590.0135498046875,0
●,11.007583618164062,0,0,320.7766418457031,591.22509765625,327.4252624511719,603.5225830078125,0
Maintain an overall 3.5 GPA,11.007583618164062,0,0,345.43206787109375,591.22509765625,484.01568603515625,603.5225830078125,0
●,11.007583618164062,0,0,320.7766418457031,604.7340698242188,327.4252624511719,617.0315551757812,0
Participate in a minimum of 3 STEM,11.007583618164062,0,0,345.43206787109375,604.7340698242188,523.9072265625,617.0315551757812,0
presentations/conferences a year with a,11.007583618164062,0,0,345.4328308105469,618.2430419921875,542.950927734375,630.54052734375,0
required minimum total of 12,11.007583618164062,0,0,345.4328308105469,631.7520751953125,487.8910827636719,644.049560546875,0
presentations/conferences throughout,11.007583618164062,0,0,345.4328308105469,645.2611083984375,533.1982421875,657.55859375,0
the 4 years.,11.007583618164062,0,0,345.4328308105469,658.7700805664062,402.91253662109375,671.0675659179688,0
●,11.007583618164062,0,0,320.77740478515625,672.279052734375,327.426025390625,684.5765380859375,0
Join and actively participate in a,11.007583618164062,0,0,345.4328308105469,672.279052734375,504.4134521484375,684.5765380859375,0
STEM-related extracurricular activity or,11.007583618164062,0,0,345.43359375,685.7880859375,538.603759765625,698.0855712890625,0
