text,font_size,bold,italic,x0,y0,x1,y1,page
KROMA: Ontology Matching with Knowledge,14.346199989318848,0,0,146.7570037841797,112.67120361328125,468.6569519042969,130.3313751220703,0
Retrieval and Large Language Models,14.346199989318848,0,0,175.8939971923828,130.60418701171875,439.5054016113281,148.2643585205078,0
"{ltn18,eib14,rxf131,yxw1650}@case.edu",8.966400146484375,0,0,208.1510009765625,202.9311981201172,407.2054138183594,212.32797241210938,0
Abstract.,8.966400146484375,0,0,163.11099243164062,242.5436553955078,206.6428680419922,253.94891357421875,0
matching at scale. Code is available at:,8.966400146484375,0,0,163.11099243164062,428.9081726074219,320.1664733886719,440.1968688964844,0
https://anonymous.4open.,8.966400146484375,0,0,320.1664733886719,430.0379333496094,452.2454528808594,439.4347229003906,0
science/r/kroma/,8.966400146484375,0,0,163.11099243164062,440.9969177246094,249.18838500976562,450.3937072753906,0
Keywords:,8.966400146484375,0,0,163.11099243164062,461.72137451171875,211.9509735107422,473.12664794921875,0
Augmented Generation,8.966400146484375,0,0,163.1110076904297,472.7431335449219,256.89056396484375,484.0318298339844,0
1,11.9552001953125,0,0,134.7650146484375,503.9181213378906,141.4838409423828,518.7545166015625,0
Introduction,11.9552001953125,0,0,154.93344116210938,503.9181213378906,228.91224670410156,518.7545166015625,0
arXiv:2507.14032v1  [cs.AI]  18 Jul 2025,20.0,0,0,10.940000534057617,228.239990234375,37.619998931884766,563.760009765625,0
2,8.966400146484375,0,0,134.76499938964844,91.49349975585938,139.3737335205078,102.7822036743164,1
L. Nguyen et al.,8.966400146484375,0,0,167.81515502929688,91.49349975585938,233.20709228515625,102.7822036743164,1
remains a luxury especially for,9.962599754333496,0,0,134.76499938964844,259.92523193359375,268.6025390625,272.45819091796875,1
"e.g.,",9.962599754333496,0,0,268.6025390625,259.97503662109375,290.252197265625,272.45819091796875,1
data-driven scientific research.,9.962599754333496,0,0,290.252197265625,259.92523193359375,425.4228515625,272.45819091796875,1
"Meanwhile, the emerging Large Language Models (",9.962599754333496,0,0,149.70901489257812,271.8812255859375,369.1152648925781,284.4141845703125,1
LLMs,9.962599754333496,0,0,369.134033203125,273.6545715332031,392.4664306640625,283.70684814453125,1
) have demonstrated,9.962599754333496,0,0,392.4630432128906,271.8812255859375,480.5821838378906,284.4141845703125,1
and how,9.962599754333496,0,0,134.76504516601562,343.6121520996094,171.54693603515625,356.1451110839844,1
LLMs,9.962599754333496,0,0,171.54693603515625,345.385498046875,198.21446228027344,355.4377746582031,1
This paper introduces,9.962599754333496,0,0,149.70904541015625,355.567138671875,247.87049865722656,368.10009765625,1
KROMA,9.962599754333496,0,0,247.87049865722656,357.3404846191406,288.52679443359375,367.39276123046875,1
", a novel framework that exploits",9.962599754333496,0,0,288.53802490234375,355.567138671875,439.2222900390625,368.10009765625,1
LLMs,9.962599754333496,0,0,439.2222900390625,357.3404846191406,467.139404296875,367.39276123046875,1
to,9.962599754333496,0,0,467.139404296875,355.567138671875,480.5947570800781,368.10009765625,1
enhance ontology matching. Unlike existing,9.962599754333496,0,0,134.7650146484375,367.5221252441406,325.9671325683594,380.0550842285156,1
LLM,9.962599754333496,0,0,325.9671325683594,369.29547119140625,349.2237548828125,379.3477478027344,1
-based methods that typically,9.962599754333496,0,0,349.217041015625,367.5221252441406,480.5738525390625,380.0550842285156,1
“outsource” ontology matching to,9.962599754333496,0,0,134.76504516601562,379.47711181640625,279.0832214355469,392.01007080078125,1
LLMs,9.962599754333496,0,0,279.0832214355469,381.2504577636719,305.49444580078125,391.302734375,1
with direct prompting (which may have,9.962599754333496,0,0,305.49444580078125,379.47711181640625,480.58013916015625,392.01007080078125,1
"low confidence and risk of hallucination),",9.962599754333496,0,0,134.76504516601562,391.4320983886719,310.4653625488281,403.9650573730469,1
KROMA,9.962599754333496,0,0,310.4653625488281,393.2054443359375,349.1598205566406,403.2577209472656,1
maintain a set of conceptually,9.962599754333496,0,0,349.1598205566406,391.4320983886719,480.592529296875,403.9650573730469,1
LLMs,9.962599754333496,0,0,424.7961730957031,405.1604309082031,452.8854675292969,415.21270751953125,1
", both",9.962599754333496,0,0,452.882080078125,403.3870849609375,480.5880432128906,415.9200439453125,1
relation that incorporate structural equivalence.,9.962599754333496,0,0,134.76507568359375,439.2530517578125,343.85009765625,451.7860107421875,1
Contributions,9.962599754333496,0,0,134.76507568359375,457.6211242675781,204.14463806152344,470.12420654296875,1
. Our main contributions are summarized below.,9.962599754333496,0,0,204.13507080078125,457.64105224609375,415.9996032714844,470.17401123046875,1
"ture, called concept graph, to be maintained (",9.962599754333496,0,0,134.76507568359375,498.60003662109375,340.2735595703125,511.13299560546875,1
Sections 2 and 3,9.962599754333496,0,0,340.29205322265625,498.5801086425781,424.7349853515625,511.08319091796875,1
). We justify,9.962599754333496,0,0,424.7150573730469,498.60003662109375,480.6051940917969,511.13299560546875,1
(2) We introduce,9.962599754333496,0,0,134.76504516601562,539.5590209960938,213.0113067626953,552.0919799804688,1
KROMA,9.962599754333496,0,0,213.0113067626953,541.3323974609375,254.4007568359375,551.3846435546875,1
", an",9.962599754333496,0,0,254.41204833984375,539.5590209960938,273.05206298828125,552.0919799804688,1
LLM,9.962599754333496,0,0,273.05206298828125,541.3323974609375,297.9197692871094,551.3846435546875,1
-enhanced ontology matching framework,9.962599754333496,0,0,297.9130554199219,539.5590209960938,480.5772705078125,552.0919799804688,1
(,9.962599754333496,0,0,134.7650604248047,551.5140380859375,138.64051818847656,564.0469970703125,1
Section 4,9.962599754333496,0,0,138.6380615234375,551.494140625,186.3290252685547,563.9971923828125,1
).,9.962599754333496,0,0,186.32705688476562,551.5140380859375,192.9721221923828,564.0469970703125,1
KROMA,9.962599754333496,0,0,192.9721221923828,553.2874145507812,233.81277465820312,563.3396606445312,1
fine-tunes,9.962599754333496,0,0,233.81277465820312,551.5140380859375,280.7150573730469,564.0469970703125,1
LLMs,9.962599754333496,0,0,280.7150573730469,553.2874145507812,308.88446044921875,563.3396606445312,1
with prompts over enriched semantic,9.962599754333496,0,0,308.88446044921875,551.5140380859375,480.56561279296875,564.0469970703125,1
"quality, external knowledge resources.",9.962599754333496,0,0,134.76507568359375,575.4249877929688,299.0284118652344,587.9579467773438,1
(3),9.962599754333496,0,0,134.76507568359375,592.4739990234375,147.49728393554688,605.0069580078125,1
KROMA,9.962599754333496,0,0,147.49728393554688,594.2473754882812,188.5557861328125,604.2996215820312,1
concept graphs (,9.962599754333496,0,0,134.76507568359375,628.3389892578125,206.4559326171875,640.8719482421875,1
Section 5,9.962599754333496,0,0,206.47607421875,628.319091796875,251.96531677246094,640.8221435546875,1
co-determined by semantic closeness and,9.962599754333496,0,0,134.76507568359375,652.2490234375,312.816650390625,664.781982421875,1
LLMs,9.962599754333496,0,0,312.816650390625,654.0223999023438,339.6534729003906,664.0746459960938,1
. (b) The online algorithm effec-,9.962599754333496,0,0,339.65008544921875,652.2490234375,480.5809020996094,664.781982421875,1
KROMA,8.966400146484375,0,0,414.1369934082031,93.08055877685547,447.5278625488281,102.1366195678711,2
3,8.966400146484375,0,0,475.9849853515625,91.49349975585938,480.5937194824219,102.7822036743164,2
