text,font_size,bold,italic,x0,y0,x1,y1,page
Cisco IP Phone 8800 Series,17.0,0,0,189.07090759277344,41.1107177734375,403.08056640625,64.26471710205078,0
Quick Start Guide,17.0,0,0,610.5825805664062,41.1107177734375,744.221435546875,64.26471710205078,0
May 2018,7.0,0,0,732.0811767578125,565.45947265625,763.654052734375,574.9934692382812,0
Your Phone,17.0,0,0,28.346500396728516,87.13900756835938,115.5531005859375,110.29300689697266,0
1,7.0,0,0,31.632299423217773,361.0166015625,35.832298278808594,370.55059814453125,0
Incoming call or voicemail indicator,8.5,0,0,35.832298278808594,359.5166015625,177.18702697753906,373.7145080566406,0
2,7.0,0,0,31.632299423217773,379.1575927734375,35.832298278808594,388.69158935546875,0
Camera (Cisco IP Phone 8845 and 8865),8.5,0,0,35.832298278808594,377.6575927734375,202.42276000976562,391.8553771972656,0
3,7.0,0,0,31.632299423217773,397.29852294921875,35.832298278808594,406.83251953125,0
Feature and session buttons,8.5,0,0,35.832298278808594,395.79852294921875,154.15797424316406,409.9963073730469,0
4,7.0,0,0,31.632299423217773,415.43951416015625,35.832298278808594,424.9735107421875,0
Softkeys,8.5,0,0,35.832298278808594,413.93951416015625,77.68855285644531,428.1372985839844,0
5,7.0,0,0,31.632299423217773,433.58038330078125,35.832298278808594,443.1143798828125,0
"Back, Navigation cluster, and Release",8.5,0,0,35.832298278808594,432.08038330078125,186.77757263183594,446.2781982421875,0
6,7.0,0,0,31.632299423217773,451.7213134765625,35.832298278808594,461.25531005859375,0
"Hold, Transfer, and Conference",8.5,0,0,35.832298278808594,450.2213134765625,162.43185424804688,464.419189453125,0
7,7.0,0,0,31.632299423217773,469.8623046875,35.832298278808594,479.39630126953125,0
"Headset, Speakerphone, and Mute",8.5,0,0,35.832298278808594,468.3623046875,176.61325073242188,482.5600891113281,0
8,7.0,0,0,31.632299423217773,488.0032043457031,35.832298278808594,497.5372009277344,0
"Voicemail, Applications, and Directory",8.5,0,0,35.832298278808594,486.5032043457031,187.94544982910156,500.7010803222656,0
9,7.0,0,0,31.632299423217773,506.14422607421875,35.832298278808594,515.67822265625,0
