text,font_size,bold,italic,x0,y0,x1,y1,page
Automated Interpretation of Non-Destructive,23.91029930114746,0,0,86.08599853515625,49.138877868652344,525.9159545898438,77.95079040527344,0
Evaluation Contour Maps Using Large Language,23.91029930114746,0,0,64.45899963378906,77.03389739990234,547.5426025390625,105.84580993652344,0
Models for Bridge Condition Assessment,23.91029930114746,0,0,102.63200378417969,104.92989349365234,509.3700866699219,133.74180603027344,0
Viraj Nishesh Darji,10.958900451660156,0,0,109.49200439453125,148.2790069580078,196.85633850097656,161.48448181152344,0
School of Computing,9.962599754333496,0,0,106.52300262451172,161.67657470703125,192.5001983642578,173.57191467285156,0
George Mason University,9.962599754333496,0,0,98.8030014038086,174.00457763671875,203.70919799804688,185.89991760253906,0
"Fairfax, VA, USA",9.962599754333496,0,0,112.79000091552734,186.33355712890625,186.2342529296875,198.33848571777344,0
vdarji@gmu.edu,9.962599754333496,0,0,117.7509994506836,198.66253662109375,184.75942993164062,210.66746520996094,0
Callie C. Liao,10.958900451660156,0,0,274.0060119628906,148.27894592285156,337.9950256347656,161.4844207763672,0
College of Science,9.962599754333496,0,0,266.43402099609375,161.676513671875,342.0799865722656,173.5718536376953,0
George Mason University,9.962599754333496,0,0,253.54702758789062,174.0045166015625,358.4531555175781,185.8998565673828,0
"Fairfax, VA, USA",9.962599754333496,0,0,267.5340270996094,186.33349609375,340.9783020019531,198.3384246826172,0
cliao3@gmu.edu,9.962599754333496,0,0,271.9430236816406,198.6624755859375,340.05731201171875,210.6674041748047,0
Duoduo Liao,10.958900451660156,0,0,431.1280212402344,148.2788848876953,490.3609313964844,161.48435974121094,0
School of Computing,9.962599754333496,0,0,416.01202392578125,161.67645263671875,501.9891357421875,173.57179260253906,0
George Mason University,9.962599754333496,0,0,408.2920227050781,174.00445556640625,513.1981201171875,185.89979553222656,0
"Fairfax, VA, USA",9.962599754333496,0,0,422.2790222167969,186.33343505859375,495.7232971191406,198.33836364746094,0
dliao2@gmu.edu,9.962599754333496,0,0,426.40802001953125,198.66241455078125,495.0802001953125,210.66734313964844,0
Abstract,8.966400146484375,0,0,58.927032470703125,253.50421142578125,89.8162841796875,265.0529479980469,0
—Bridge maintenance and safety are essential for,8.966400146484375,0,0,89.84203338623047,253.5400848388672,300.02337646484375,265.20538330078125,0
transportation,8.966400146484375,0,0,48.96403503417969,263.5030822753906,104.75297546386719,275.16839599609375,0
"authorities,",8.966400146484375,0,0,112.97516632080078,263.5030822753906,156.56082153320312,275.16839599609375,0
and,8.966400146484375,0,0,164.7830047607422,263.5030822753906,179.23684692382812,275.16839599609375,0
Non-Destructive,8.966400146484375,0,0,187.46800231933594,263.5030822753906,250.03553771972656,275.16839599609375,0
Evaluation,8.966400146484375,0,0,258.2577209472656,263.5030822753906,300.0232238769531,275.16839599609375,0
and safety assessments.,8.966400146484375,0,0,48.96403503417969,592.2703857421875,140.116455078125,603.9356689453125,0
Index Terms,8.966400146484375,0,0,58.92703628540039,602.1124877929688,105.40885162353516,613.6611938476562,0
"—Large language models, Image captioning, Sum-",8.966400146484375,0,0,105.4090347290039,602.1483764648438,300.0248107910156,613.8136596679688,0
I. I,9.962599754333496,0,0,135.62002563476562,632.4546508789062,150.72332763671875,644.4595947265625,0
NTRODUCTION,7.970099925994873,0,0,151.2210235595703,634.2957153320312,213.37181091308594,643.8997192382812,0
The maintenance and safety of bridges are of high,9.962599754333496,0,0,58.927024841308594,647.4636840820312,300.0219421386719,659.4686279296875,0
are employed to achieve the objective.,9.962599754333496,0,0,311.97802734375,409.2115478515625,469.33721923828125,421.21649169921875,0
assessment research.,9.962599754333496,0,0,311.97802734375,601.345458984375,395.41485595703125,613.3504028320312,0
II. R,9.962599754333496,0,0,394.55902099609375,627.262451171875,416.8055114746094,639.2673950195312,0
ELATED,7.970099925994873,0,0,417.3030090332031,629.103515625,449.8528747558594,638.70751953125,0
W,9.962599754333496,0,0,449.8528747558594,627.262451171875,462.24371337890625,639.2673950195312,0
ORK,7.970099925994873,0,0,462.6520080566406,629.103515625,480.4652099609375,638.70751953125,0
arXiv:2507.14107v1  [cs.AI]  18 Jul 2025,20.0,0,0,10.940000534057617,228.239990234375,37.619998931884766,563.760009765625,0
image interpretation.,9.962599754333496,0,0,48.9640007019043,232.06671142578125,132.96861267089844,244.07164001464844,1
comprehensive interpretation.,9.962599754333496,0,0,48.9640007019043,552.031494140625,168.53512573242188,564.0364379882812,1
maintenance process.,9.962599754333496,0,0,48.9640007019043,707.239501953125,135.1703643798828,719.2444458007812,1
III. M,9.962599754333496,0,0,393.4679870605469,49.70550537109375,421.7418518066406,61.71044158935547,1
